id,lang,sentence
7256762,spa,La gatita está sentada sobre el contenedor.
2932095,spa,¿Cómo logró hacer eso?
990514,spa,"El hombre propone, la mujer dispone."
5106080,spa,No tengo ningún problema con mi mujer.
359946,spa,La madre de Lucy le dijo que cuidara de su hermana menor.
2721750,spa,Los tres chicos tenían solo dos dólares entre todos ellos.
1765102,spa,La afición se quedó decepcionada con el equipo.
2142888,spa,Esperad aquí.
483336,spa,Hay mucha gente en el parque.
1857023,spa,Él es un profesor experimentado.
728882,spa,Tenemos un perro blanco con negro.
1627580,spa,Nadie creyó a Kevin porque él siempre se inventa las historias.
3970682,spa,Me gusta el mamey tanto en fruta como en batido o en helado.
5140795,spa,Por favor tené paciencia.
5948077,spa,Yo todavía no me he acostumbrado a que me llamen la señora Jackson.
3213993,spa,¿Por qué autopista se llega al estadio de fútbol?
2193579,spa,No quiero hablar con Tom nunca más.
3267157,spa,El granjero lamentaba haber desperdiciado parte de su trigo.
1317288,spa,Tuvimos un verano muy caluroso este año.
2864063,spa,Jessie es la más interesante entre mis amigos.
1136636,spa,¿Sabes qué quiero decir?
2606519,spa,Su conversación giró en torno a su viaje.
1601115,spa,¿De verdad? ¿Tienes un escritor favorito que siempre lees?
5131154,spa,La joven le dio un cachetazo al hombre que le pellizcó el trasero.
1429990,spa,Ella detesta esperar mucho.
832236,spa,Los niños son muy curiosos y hacen muchas preguntas.
5897216,spa,Ella fue realmente una patita fea cuando era joven.
2154808,spa,Deberíamos ser cuidadosos con lo que decimos.
4566660,spa,Él seguido decía algo así.
1466777,spa,Es increíble como algunos hombres no se lavan.
5022636,spa,Fue una decisión fácil de tomar.
6087522,spa,También cabezotas son necesarias en el mundo.
1279446,spa,Estoy participando en un concurso cultural.
1751389,spa,¿Cuándo fue la última vez que pasaste tiempo en Facebook?
2181564,spa,Intento mantener mi mala reputación.
1544832,spa,Esta medicina podría curarlo.
2532024,spa,Haz tus deberes antes de ver la televisión.
5566670,spa,Dame un momento.
1658045,spa,Estoy en problemas.
3641464,spa,Vivo a un lado del mar así que seguido voy a la playa.
2038288,spa,¿Ahora qué vamos a hacer?
5748481,spa,El misionero fue comido por los caníbales.
1327525,spa,Vine aquí a patear traseros y masticar goma de mascar... Y ando sin nada de goma de mascar.
1684428,spa,Estoy inflando mi globo.
1909350,spa,Los alumnos tuvieron que realizar cuatro pruebas en un mismo día.
1918210,spa,Sé cuál es tu nombre.
6056978,spa,Sara es muy melindres y come como un gorrión.
5840563,spa,Soy surfista.
859760,spa,Le gusta escuchar la radio.
1160818,spa,"Si realmente le gustase, me llamaría más a menudo."
5814043,spa,Este es un animal encontrado en ese desierto.
1613337,spa,"De todas las películas que vi, esta es probablemente la mejor."
1671083,spa,Después de haber caminado seis kilómetros se sintió agotado.
1283952,spa,Asegúrate de tener veinte hígados de rata para esta tarde.
2050314,spa,Tom se tropezó con Mary de camino a la escuela.
1991564,spa,¡El gato no es una persona!
859259,spa,He visto a Shin'ichi en Kakogawa ayer.
1932335,spa,"La gran inmencionable maldad en el centro de toda cultura es el monoteísmo. Desde el texto de la barbárica Edad de Bronce conocido como el Viejo Testamento; tres religiones antihumanas han evolucionado: Judaísmo, Cristianismo e Islam. Estas son religiones de un dios en el cielo. Ellas son; literalmente, patriarcales. Dios es el Padre omnipotente en consecuencia el desprecio hacia las mujeres durante dos mil años en aquellos países afligidos por el dios en el cielo y sus terrenales delegados machos."
3791832,spa,Tom me dijo que estarías aquí.
1434082,spa,Tom no pudo contener su rabia.
3791292,spa,Te queremos.
6854717,spa,Sami selló su promesa a Layla con un tatuaje.
615966,spa,"Entre, por favor."
1771353,spa,El estanque estaba lleno de pececitos.
6686478,spa,Quiero tenerlo todo.
5484441,spa,No es tan fiero el león como lo pintan.
2183452,spa,Probamos la comida que había preparado Mary.
2483165,spa,Él se levantó y se marchó.
120041,spa,Mi jefe rechazó el presupuesto para el nuevo proyecto.
1888739,spa,¿Eso lleva a que usted es el fantasma del castillo?
2223519,spa,Encendió la televisión e inmediatamente se quedó dormido sentado en frente del aparato.
2196062,spa,Me encanta comer melón.
5606876,spa,Mis axilas estaban sudando.
5106034,spa,Mamá le dio un anillo a la niña.
1294896,spa,Nuestro vuelo llegó con una hora de retraso.
1203442,spa,¿Qué clase de música escucha Tom?
3356968,spa,El equipo que jugó mejor ganó el partido.
1868677,spa,Los dos nos reímos.
1766537,spa,Mi primo tiene el pelo rubio y rizado.
1713685,spa,Él estudió lingüísticamente varias lenguas.
746238,spa,Ayer estudiaron inglés.
7480928,spa,"No tenemos que hablar ahora mismo sobre eso, ¿a que no?"
1790318,spa,No te quedes despierto hasta tarde todas las noches.
4991611,spa,Creo que tuvimos suerte.
3214751,spa,Sabes mucho acerca del sumo.
5026841,spa,Trabajo por las tardes.
4553850,spa,Ya me he cansado de Tom y Mary.
1639440,spa,"Hoy es nuestro aniversario, así que hagamos de esta una cena especial."
6807287,spa,Nuestro vecino tiene dos perros marrones.
2482283,spa,Estudiamos francés cada día en la escuela.
2516752,spa,¡Olvidé la cámara!
5990944,spa,Nunca matamos a nadie.
7017170,spa,Tuve que trabajar tarde.
1131277,spa,Ella tiene tres hermanas: una es enfermera y los otras dos son maestras.
1464522,spa,Nuestro calefactor eléctrico no funciona bien.
3859466,spa,Este es tu destino.
1332446,spa,Quiero algunos huevos frescos.
5645301,spa,¿Cuánto tiempo lleva esto estando allí?
5959138,spa,La adelfa es un arbusto siempre-verde que no requiere grandes cuidados.
2935478,spa,No tengo acceso a Internet en casa.
5667040,spa,Yo no grité.
1667130,spa,"Me he estado regocijando toda la semana de que nevaría el jueves, estamos a jueves, ¡y no nieva!"
854816,spa,Esta chuleta está tierna.
2266050,spa,Llegó lo más pronto que pudo.
730114,spa,Ella leyó su carta una y otra vez.
621894,spa,Le pidieron a su hermano que les ayudara con su tarea.
2269005,spa,Hoy hay muchos objetos hechos con lámina de metal.
7536689,spa,Hace tiempo que lo dejamos.
1352935,spa,¿Por qué no pasas adentro?
1297874,spa,Tom estuvo en Boston sólo una vez.
1205585,spa,Todo lo que puede ser malentendido será malentendido.
5483607,spa,Él vio que vino.
3688513,spa,¿Por qué rompisteis?
2689966,spa,"Es este buen hombre, con la pata de palo."
1323187,spa,"Tarde o temprano, yo siempre descubro tus tretas."
5779789,spa,¿Cuándo regresarás? Todo depende del clima.
2389643,spa,Me temo que ella cree que la he olvidado.
4573010,spa,Me gustaría retorcerle el cuello a Tom.
1941337,spa,"Esto es un martillo. No es mío, me los prestó un amigo."
2639552,spa,No quiero escucharos.
808307,spa,Tengo un problema con mi coche.
2899509,spa,El Ministro de Asuntos Exteriores dijo que esta guerra era inevitable.
1991792,spa,¿Está tu esposo en casa?
1717502,spa,¿Alguna vez has respirado aire puro?
646137,spa,El ministro aprobó los planes de construcción.
5713567,spa,¿Sabes cómo se cocina la carne?
5015160,spa,Tom se disfrazó de bombero.
5036766,spa,Me das miedo.
7308222,spa,¿Por qué se cayó?
1021920,spa,Lamento mucho haberte hecho esperar tanto.
6672151,spa,Las cumbres de las montañas están nevadas.
2268476,spa,Las perspectivas no son halagüeñas.
1355666,spa,"Si el perdedor sonriera, el ganador pierde la emoción de la victoria."
398371,spa,Déjame contarte a cerca de los orígenes de esta escuela
1387026,spa,¡Si sólo pudiera volar!
859920,spa,Te dejo la decisión a ti.
3717490,spa,Nos dedicó un conmovedor solo de guitarra.
637022,spa,¿Estás libre el martes?
2271124,spa,No juegues conmigo.
1425037,spa,La mayoría de los estudiantes aquí son aplicados.
1745935,spa,Peleo casi todos los días.
601212,spa,"Con los progresos de la medicina, cada vez más personas pueden esperar llegar un día a los cien años."
3677030,spa,De cobardes está el mundo lleno.
4548648,spa,¿Te parece divertido?
2266122,spa,Confesó su delito.
3248316,spa,Estas oraciones son raras.
1777037,spa,¿Él pertenece a este grupo?
338920,spa,Ella se parece a su madre.
1174258,spa,Los animales salvajes viven en la jungla.
864208,spa,Deberías arreglar tu coche.
3357742,spa,Él levantó las cejas.
2048930,spa,La buena gloria vale más que el oro.
1712533,spa,¿Debería pagar el gas?
2062255,spa,Tengo una nueva dirección de correo electrónico.
2741668,spa,Quiero comer queso.
6591329,spa,No quiero coger un resfriado.
1131053,spa,Él rompió su promesa.
871391,spa,"Mamá, acompañame a la tienda."
3195872,spa,Tom no ha venido a trabajar esta mañana.
2223521,spa,¿Dónde jugáis al tenis?
2324899,spa,Cambié mi nombre a Tom Jackson.
2429733,spa,Ella se aferraba a su papá.
1100860,spa,Beatriz todavía quiere a Luis.
578795,spa,¿Quieres bailar conmigo?
1597875,spa,"No obstante, no resultó herido de gravedad; sólo presentaba una leve contusión."
6398058,spa,Encontré un par de jarrones de la dinastía Ming en excelente estado en una tienda de antigüedades de Gante.
1172785,spa,Tom siempre se está quejando de su esposa.
7726684,spa,Me he olvidado de comprar pan.
4308308,spa,Tom quiere que me una a su grupo.
5082919,spa,Habrá consecuencias.
2138589,spa,Tu pieza es grande.
1010760,spa,La vida de su hijo corre peligro.
354988,spa,Él apenas trabaja.
4750048,spa,¿Crees tú en la vida eterna tras la muerte?
2152723,spa,Nunca supe su verdadero nombre.
2046598,spa,Tienes un buen gusto musical.
1931202,spa,Está realmente loco por el surf.
4228423,spa,El general Tom Jackson aceptó el cargo de comandante en jefe.
1138418,spa,"Después de haber atravesado todos los océanos del mundo, se ahogó en un vaso de agua."
3276786,spa,Él le enseñó ruso a sus hijos.
856424,spa,"Mientras los métodos americanos son a menudo exitosos, el sistema educativo japonés produce la gente más alfabetizada del mundo, sin duda tiene algo que enseñar a los E.U."
1959613,spa,No puedo creer que Tom aceptara nuestra oferta.
2267454,spa,Es difícil conseguir la felicidad.
1859110,spa,¿Qué puedo hacer para ayudarle?
1448367,spa,"Nada nos pertenece, somos parte de todo."
1410000,spa,Él no piensa en nada más que en ganar dinero.
1828850,spa,Infecta la zona con cólera.
1427344,spa,Ayer estaba heladísimo.
526406,spa,Él es novelista y poeta.
1494605,spa,Tom es un socialista.
1254447,spa,Tom es el único aquí capaz de hacer esto.
1321660,spa,Vamos a la escuela porque es nuestra obligación.
612560,spa,¿Por qué vino a casa temprano?
1211161,spa,Ellas son chicas razonables.
5040834,spa,"¿Lo besaste? ""Si, yo lo besé."""
2160369,spa,He comido huevo cocido.
7484970,spa,¿Se vende esto?
6764836,spa,Luchamos.
966291,spa,Se sentaron en un banco del parque.
2025491,spa,El borsch sabe mejor de lo que suena.
5902439,spa,La cornada fue profunda y la sangre salía a borbotones.
2152174,spa,¡Tom no respira!
456570,spa,Nuestra casa es su casa.
858105,spa,Os invito a hacer turismo en España.
3246159,spa,Suaves olas surgen en el mar.
723178,spa,"Este libro no es el tuyo, es el mío."
339390,spa,El lago Biwa apareció ante nuestra vista.
7282873,spa,No cumple nunca lo que dice.
4579195,spa,Me tomó varias horas para escribirlo.
2689163,spa,"«No me gusta dormir solo.» «¡Pero Teddy está siempre contigo! ¿Y qué pasa con Plushi, el conejito de peluche?»"
2522586,spa,Él sacudió la cabeza con rabia.
456072,spa,¿Hay servicio de transporte al aeropuerto?
1808063,spa,Será difícil encontrar un reemplazante para ella.
3843014,spa,Ustedes son mis enemigas.
6144063,spa,No es necesario traer un regalo.
929017,spa,He hecho un descubrimiento.
3384671,spa,El plato se le resbaló de la mano y se quebró en el piso.
5881721,spa,Me gustaría ayudarte.
961301,spa,Ella le hizo una tarta de manzana a su marido.
1674207,spa,Una nube es vapor condensado.
5115715,spa,Vuestra casa es enorme.
1534756,spa,¡Viejo cachondo!
5920159,spa,Su verdadero nombre era Quijana.
3856958,spa,Lo voy a verificar.
1091087,spa,Mi perro come uvas.
1458211,spa,Te dan nada por nada.
1459467,spa,"En mayo mientras iba por la calle se le abalanzaron y empezaron a darle puñetazos, patadas y navajazos."
5700467,spa,"Durante la madrugada del cinco al seis de enero, los Reyes Magos dejan los regalos para los niños."
2864636,spa,"Un libro que valga la pena leer, vale la pena leerlo dos veces."
4886634,spa,Mary paró un taxi y se subió.
1964722,spa,Eso está hecho en Kazajistán.
4615757,spa,Me hizo algunas preguntas.
3432916,spa,Acabo de comer sushi y beber cerveza.
529783,spa,"Si podría, lo haría."
1530541,spa,"A decir verdad, perdí tu pluma."
2533332,spa,Ellos acudieron a una adivina.
619616,spa,Es hora de estudiar japonés.
1354980,spa,Tom no pudo entender lo que Mary estaba diciendo.
1526417,spa,"Bueno, si sos su amigo, ¿por qué no confiás en él?"
811784,spa,Dice que vendrá.
1502175,spa,El gato salta encima de la mesa.
6694210,spa,¿Dónde está eso?
754450,spa,Acabo de terminar de desayunar.
723376,spa,"¿Tienes ganas de salir? Pues no puedes, tienes que quedarte siempre con el niño."
1667421,spa,Acá usamos el libro de Lehninger para estudiar bioquímica.
1288112,spa,Confirmo mi asistencia.
1369206,spa,Mi padre tiene un coche nuevo.
1179889,spa,En este momento él y sus hermanas viven en Tokio.
1333946,spa,Los rayos ultravioleta son dañinos para nosotros.
1292918,spa,Yo estoy orgulloso de nunca llegar tarde a la escuela.
2152242,spa,Quiero ver a mi padre.
1747224,spa,Ricardo ha cogido la madera y ahora la está serrando.
3805311,spa,Quiero que sea sorpresa.
2844334,spa,"Cuando consiga dinero, me voy a mudar."
5054745,spa,Pisó caca de perro.
1265451,spa,"De acuerdo con los datos del problema, ¿podemos afirmar que ocurrirá reflexión o refracción?"
5695844,spa,"Cuando echo el aliento sobre mis gafas, el vaho empaña los cristales."
4487597,spa,¿Vosotros no tenéis calor?
867843,spa,Ella se preguntó dónde estaba Sam y qué estaba haciendo.
1402590,spa,Tom es el más alto de nuestro curso.
1439540,spa,Uno de las grandes misterios de la vida es cómo un gato decide qué hacer después.
5342540,spa,"Si mañana hace buen tiempo, vayamos de paseo."
2846809,spa,Ella habló con un hilo de voz.
2224839,spa,La estación se ubica entre estas dos ciudades.
5687629,spa,¿Has puesto ya tu árbol de Navidad?
398602,spa,Yo sé dónde está ella.
4329505,spa,¿Quieres darme una mano?
1685577,spa,Lamento que no pudiera ir con ella.
2609288,spa,Tom es un buen amigo.
1365877,spa,Él pertenece a la banda de bronces.
2741711,spa,"No puedo beberme eso, ni siquiera sé lo que es."
2419358,spa,¿Sabes de qué está hablando Tom?
5668979,spa,¿Qué derramaste?
6862094,spa,Me he rebajado a su nivel.
1743415,spa,"No es bonito, es hortera."
1650702,spa,Anoche oí un extraño ruido venir de la habitación de Tom.
589568,spa,¿Cómo estás? ¡Tiene muchísimo que no te veo!
2443826,spa,Me pregunto cuántos caballos murieron durante la guerra de independencia.
434875,spa,A él no le gustan las naranjas.
3659151,spa,Lo lamentarás mucho.
6684868,spa,¿Te gustaría ganar un dinero extra?
2015683,spa,¿Por qué alguien querría matarme?
2169951,spa,El edificio en la montaña es nuestra escuela.
2781976,spa,No entiendo por qué Tom dejaría su paraguas en el auto.
4508606,spa,Quédate en el infierno.
754014,spa,Si yo fuera tú.
6689149,spa,Ya he estado trabajando aquí por varias horas.
704663,spa,Hago la pregunta con vistas a ampliar el debate.
1410114,spa,A él le gustan los chismes.
2141359,spa,Tom sencillamente se paró ahí y veía como María se miraba fijamente al espejo.
2604,spa,Puede que hiele la próxima semana.
1993283,spa,¿Por qué trajiste un arma?
5999198,spa,Fumar es poco saludable.
2673354,spa,Quiero quedarme en casa.
1871963,spa,Con planificación cuidadosa desperdiciarás menos tiempo en cosas inútiles y terminarás el trabajo más rápido.
