sentence,lang,predicted
She thought to the contrary.,eng,spa
Do Tom and Mary still think that's what you want?,eng,spa
Tom didn't realize he was in any danger.,eng,spa
La población de esa isla vive de la pesca.,spa,eng
I'm confident I can do it.,eng,eng
Envíamelo ahora.,spa,spa
They drove their kids to school.,eng,eng
Este es el vestido que hice la semana pasada.,spa,spa
I really don't want anything to eat right now.,eng,spa
"Tú tienes la capacidad de atención de una gallina. ""Las gallinas están deliciosas"". ""Exactamente lo que decía"".",spa,spa
You better not open your mouth.,eng,spa
"Sometimes, questions rather than answers provide us with more information.",eng,spa
Tom didn't seem very impressed.,eng,spa
Tom and Mary felt they didn't have a choice.,eng,eng
Esta guerra está consumiendo nuestra economía.,spa,spa
Tom didn't have much time to clean the room before Mary arrived.,eng,spa
Lo que ella me dijo ayer fue una mentira inocente.,spa,spa
That had to hurt.,eng,spa
¿Desea un asiento de ventanilla o de pasillo?,spa,eng
"Si solo bebes este zumo durante unos días, te encontrarás mejor.",spa,spa
We close at 6:30.,eng,eng
"¿Puede ayudarme, por favor?",spa,eng
That wasn't very easy to take.,eng,spa
Science and mathematics transcend borders.,eng,spa
It's something I'm proud of.,eng,eng
Le voy a dar una mano a Tomás.,spa,spa
He is smelting copper.,eng,spa
I won't say another word.,eng,spa
Tom said that he was happy that you didn't do that.,eng,spa
Es más pequeño que yo.,spa,eng
My grandkids live in Australia.,eng,spa
Aquí es agradable.,spa,spa
What will you live on while you are there?,eng,spa
Tom y Mary dejaron de abrazarse.,spa,spa
Eres mezquino.,spa,spa
"Sé quien eres y di lo que sientes, porque a los que les importa no importan y a los que importan no les importa.",spa,spa
Él tiene hijos.,spa,spa
I am injured.,eng,spa
I hoped that I would marry while my mother was still alive.,eng,eng
Voy ya mismo.,spa,eng
"Unos minutos más tarde, sonó el teléfono.",spa,eng
You're doing that the wrong way.,eng,spa
"Has cogido peso, ¿verdad?",spa,spa
Tom se quedó dormido en el bus y se pasó su paradero.,spa,spa
"Where I come from, it's a tradition to name one's first born Tom, and second son John.",eng,spa
I played the trombone when I was younger.,eng,spa
I'll have skim milk.,eng,spa
Los niños hacen muchas estupideces.,spa,spa
Mary could quit if she wanted to.,eng,eng
Debes estudiar mucho más.,spa,spa
They said that they wanted answers.,eng,spa
I didn't know Tom would be in Australia this week.,eng,spa
Creo que es gracioso.,spa,eng
Él no viene acá todos los días.,spa,spa
Pienso que él es un buen tipo.,spa,eng
I want to give him a present for his birthday.,eng,spa
"El precario pescador primerizo, pescaba perezoso peligrosos peces emponzoñados pero pronto paró para pelar pésoles.",spa,spa
I should just tell Tom I made a mistake.,eng,spa
¿De verdad quieres que vaya a tu fiesta?,spa,eng
Tengo la dirección de Tom.,spa,eng
Su madre habla italiano.,spa,spa
You're a bit taller than Tom is.,eng,spa
Children go back to school in autumn.,eng,spa
Encontré una planaria terrestre en el jardín.,spa,spa
Hay una mosca enorme parada en el techo.,spa,eng
Es alguien que quiero presentarte.,spa,spa
No es buena idea llamarlo de inmediato.,spa,eng
Realmente aprecio eso.,spa,eng
Sue and John decidieron jugarse el todo por el todo.,spa,eng
They said that they're feeling nervous.,eng,spa
"¡No te mueras, por favor!",spa,eng
One sniff of that stuff was enough to make me sick.,eng,eng
I can teach you how to do that.,eng,spa
How did you get into radio?,eng,eng
"Tom isn't up, but Mary is.",eng,spa
¡Cambia el animal!,spa,eng
"You do know Tom and Mary broke up, don't you?",eng,spa
Rhinos are killed by poachers for their horns.,eng,spa
Quiero un poco de té sin azúcar.,spa,spa
Ayer el libro aún estaba ahí.,spa,spa
¿Habéis ido al médico?,spa,eng
You're selfish.,eng,eng
How did you do that without any help?,eng,eng
Una nueva escuela está en construcción.,spa,spa
Tom and Mary complained about their low salaries.,eng,spa
"Tom is putting on weight, isn't he?",eng,eng
El ángulo agudo es más cerrado que el ángulo recto.,spa,eng
Tom thinks that Mary will eat what he makes for her.,eng,spa
Se lo diré todo a tu padre.,spa,spa
¿Le gusta cocinar?,spa,spa
¿Está mal?,spa,eng
"Let's have one for the road!, Tom told his friend at the pub.",eng,eng
No todo país es miembro de la ONU.,spa,spa
Este es todo el dinero que tengo.,spa,spa
Mary handed Tom her canteen and he took a drink.,eng,spa
Compraré el coche.,spa,eng
"Perdónalos, porque no saben lo que hacen.",spa,spa
He was patient.,eng,spa
Tom found what he was looking for under the table.,eng,spa
Atacó de repente.,spa,spa
"Para mí, que no le gusta.",spa,spa
¿Puedo hablar contigo a solas?,spa,spa
Los chinos son gente muy trabajadora.,spa,spa
Don't tell me the end of the mystery.,eng,spa
We're all trying to make names for ourselves.,eng,eng
Ella ni siquiera puede hablar su lengua nativa sin cometer errores.,spa,spa
¿No viste mis llaves?,spa,eng
I saw Tom on television.,eng,spa
Tom and Mary said they didn't expect anyone to do that.,eng,spa
How much do you think it was?,eng,spa
The telephone rang repeatedly.,eng,spa
Mary told me she was ready.,eng,spa
A Tom no le gusta este color.,spa,spa
I've got half an hour.,eng,spa
Tom explored every possibility.,eng,spa
He said that he was unemployed.,eng,spa
Esta historia está basada en hechos reales.,spa,spa
Ahora José es un miembro del partido.,spa,spa
¿Tenéis todo?,spa,eng
Tom de hecho se disculpó con María.,spa,spa
Se frotaron las manos pensando en las ganancias.,spa,spa
Is there something in the refrigerator that we can drink?,eng,spa
Terrace farming is widely practiced in the mountainous regions of China.,eng,spa
Terminad esto.,spa,eng
They came to our aid at once.,eng,eng
I was just thinking about it.,eng,eng
Algunos políticos son lobos en piel de oveja.,spa,eng
Me interesan esas películas científicas.,spa,spa
Es astuto negociando.,spa,spa
The parking lot was located two buildings ahead.,eng,spa
Tom doesn't have red hair.,eng,spa
Ella le echó mucho de menos.,spa,spa
Un placer conocerte.,spa,spa
Me hizo daño aposta.,spa,spa
Tom didn't tell Mary what he has to buy.,eng,spa
No me pierdo esta película.,spa,spa
I'd like a word with you if I may.,eng,spa
¿Qué tal si añadimos un toque de pimienta?,spa,spa
You have nothing to worry about.,eng,spa
En este momento él y sus hermanas viven en Tokio.,spa,eng
We want positive results.,eng,spa
¿Quieres vino?,spa,eng
Tom siempre quiere intentar algo nuevo.,spa,eng
How naive I was to think that.,eng,spa
Sometimes critics don't know what they criticise.,eng,eng
Espera. No te vayas.,spa,spa
No malgaste su dinero.,spa,spa
El ministro debe insistir en eso.,spa,eng
"Cada vez que llueve, el techo gotea.",spa,spa
Tom está extremadamente bravo.,spa,eng
Gracias por su paciencia.,spa,eng
He started taking off his shoes.,eng,spa
¿Quién cuidará al bebé?,spa,spa
"Le voy a auscultar. Respire profundamente, por favor. Ahora contenga la respiración.",spa,spa
¿Cuál es vuestro personaje de Disney preferido?,spa,eng
Los zapatos estaban hechos de un material suave que parecía cuero.,spa,spa
Levanten la mano los que entendieron.,spa,spa
Es el animal dentro de mí que lo quiere.,spa,spa
El profesor hizo que los estudiantes se aprendieran de memoria el largo poema en inglés.,spa,spa
"Nuestro departamento es pequeño, pero acogedor.",spa,spa
"If you look at the song's lyrics, they really don't mean much.",eng,eng
I'm afraid that I'm going to have to ask you to leave.,eng,eng
Tom is dying to know what you think.,eng,spa
«¿Sabes tocar la guitarra?» «Sí.»,spa,spa
Tom bebe café.,spa,spa
He was hit by lightning.,eng,spa
She locked herself into a world of her own.,eng,spa
¿Cómo te atreves a tratarme de esa manera? ¿Acaso no sabes quién soy? ¡Soy el sobrino de mi tío!,spa,eng
This wasn't here this morning ... looks like somebody's been fly tipping.,eng,spa
Me gustan las personas que utilizan el lenguaje maravillosamente.,spa,spa
Mi sobrino es alérgico al huevo.,spa,eng
You were the best one.,eng,spa
The alarm went off.,eng,eng
We didn't need to do that.,eng,spa
We have heard of your success in the exam.,eng,spa
¿Quién es la persona sentada en la otra punta de la mesa?,spa,eng
¿Tú comes ternera?,spa,spa
¿Cuándo se inició la Segunda Guerra Mundial?,spa,eng
"Para su sorpresa, el ladrón resultó ser su propio hijo.",spa,eng
Wires are used to convey electricity.,eng,spa
That's very optimistic of you.,eng,spa
¿Hay algún remedio casero para la garganta seca?,spa,eng
Tom was able to persuade Mary to do that.,eng,spa
La nieve era tan densa que no podíamos ver nada frente a nosotros.,spa,spa
Soy muy alérgico a los cacahuates.,spa,spa
"Ama a tu vecino, pero no pases su cerca.",spa,eng
Él murió en mis brazos.,spa,spa
«¿Por qué quieres morir?» «¿Por qué quieres vivir?»,spa,spa
Sami recorded it.,eng,eng
¿Por qué os unisteis al ejército?,spa,eng
Cualquiera puede hacerlo.,spa,eng
La sal es una sustancia útil.,spa,eng
It would be better with your younger sister.,eng,spa
Tom se disfrazó de guardia de seguridad.,spa,spa
El castillo fue construido en el siglo XVII.,spa,spa
Destruyeron la vieja casa.,spa,spa
"A banker is a fellow who lends you his umbrella when the sun is shining, but wants it back the minute it begins to rain.",eng,spa
Tom fue el primero en llegar al lugar del accidente.,spa,spa
No estudió para nada.,spa,spa
"Las babosas son como los caracoles, pero sin concha.",spa,spa
Hasta que fui a China nunca había visto un panda.,spa,spa
No quedan más que tres días para la Navidad.,spa,spa
What are you up to tomorrow afternoon?,eng,eng
El estómago es uno de los órganos internos.,spa,spa
You very nearly guessed it.,eng,eng
"You know that Tom is not likely to do that, don't you?",eng,spa
Ellos ganaron.,spa,spa
I have things on my mind.,eng,spa
I think I believe them.,eng,eng
She had no sooner read his letter than she tore it up.,eng,eng
The streets were decorated with flags.,eng,spa
¿Cómo se llama la muchacha?,spa,eng
La rubia tiene realmente un lindo escote.,spa,eng
A Tom no le gusta conducir por Madrid.,spa,spa
Pensé que Tom era de Boston.,spa,spa
I just need a little air.,eng,spa
Tom y Mary eran mis cantantes coristas cuando yo solía actuar.,spa,spa
Tom wanted to get home before dark.,eng,spa
"Sí, te llamo a las nueve. ¿Vas a estar?",spa,spa
Mis palabras son demasiado escuetas para llevar una descripción de mi amor a tu corazón.,spa,spa
Is your English getting better?,eng,spa
No puedes entrar en esta habitación.,spa,spa
No ha visto a nadie.,spa,spa
Habló de su familia.,spa,eng
¿Dónde te ha picado la abeja?,spa,eng
Tom did everything he thought he should do.,eng,spa
Comiendo se abre el apetito.,spa,eng
¿Qué piensan acerca de la guerra?,spa,spa
Please take a moment to familiarize yourself with our privacy policies.,eng,eng
Tom and Mary don't care about anybody but themselves.,eng,eng
What color shirts were Tom and Mary wearing yesterday?,eng,spa
They want to destroy linguistic diversity.,eng,spa
¿Estaban ocupadas?,spa,spa
A mí también me gusta escribir.,spa,spa
Don't you ever dust this place?,eng,eng
Is anyone in the house?,eng,eng
I don't want to meet anyone for a while and I don't want to go outside either.,eng,spa
Ella todos los días cocina para el marido.,spa,spa
Is it Friday?,eng,spa
I'm not to that point yet.,eng,spa
Do Tom and Mary still want to eat with us?,eng,spa
"Por favor, rellena el siguiente cuestionario.",spa,eng
Yo jugaré con ustedes.,spa,spa
"My whole life long, I fought against superstition.",eng,spa
Tom es el hombre de la casa.,spa,spa
I can't blame you for what I've done.,eng,spa
Sé que no debería sentirme así.,spa,spa
Let me take your blood pressure.,eng,spa
Tom is going to work today.,eng,spa
The waiters bumped into each other.,eng,spa
"Despacito, y buena letra.",spa,spa
¿Dónde está el museo más cercano?,spa,eng
Janet Jackson tenía una avería en el armario.,spa,eng
Han pasado dos años desde que se marchara de Hawái.,spa,spa
Por todas partes se mezclaba el lujo del hombre rico en buen gusto y la descuidada dejadez del soltero.,spa,spa
Creo que voy a dormir bien esta noche.,spa,eng
Ellos cocinan.,spa,spa
They walked barefoot over the sand dunes.,eng,spa
Por favor tené paciencia.,spa,eng
Me gustaría agradecer a todos aquellos que me ayudaron.,spa,spa
¿Cuántas cámaras tienes?,spa,spa
The blind nurse devoted herself to caring for the elderly.,eng,spa
Tom will notify Mary.,eng,spa
Ella se levantó revirada hoy.,spa,spa
El queso está mohoso.,spa,eng
Se debe estar en silencio en la biblioteca.,spa,eng
"A medida que Gran Bretaña conozca la realidad de América Latina, estaremos más cerca de una solución.",spa,spa
Did your father hug you much when you were a kid?,eng,spa
¿Cuánto tiempo necesita un veterinario para examinar a un caballo?,spa,eng
Se quedaron atónitos al enterarse de su dimisión.,spa,spa
Puedo mostrarte los documentos.,spa,spa
Whose side is Tom on?,eng,eng
We’re here looking at the New York soundscape.,eng,eng
Él pensó: puede que sea un engaño.,spa,spa
I'd rather do that on Monday.,eng,spa
It's so great to finally meet you.,eng,spa
Se están preparando para su viaje.,spa,eng
The earthquake had a magnitude of six on the Richter scale.,eng,eng
I think Tom doesn't have the ability to solve the problem.,eng,eng
"Nadie sabe de quién era el cadáver, o de dónde vino.",spa,eng
Estaba acostado boca arriba.,spa,spa
Tell Tom to do the same.,eng,eng
He has Alzheimer's.,eng,spa
You're an embarassment to the family.,eng,spa
"Today, the weather is very nice.",eng,eng
Si las cosas salen mal no es por mi culpa.,spa,eng
"Do you have your jumper on the wrong way around, Tom? - ""That may well be.""",eng,spa
Un nuevo aulario fue construido en nuestro instituto el año pasado.,spa,spa
You'd better start at once.,eng,eng
Alí le tiró a Omer la pelota a la cabeza y a Omer se le cayó el maíz al suelo.,spa,eng
¿Qué es lo que te gusta?,spa,spa
We're going.,eng,spa
Prohibido fumar en horas de trabajo.,spa,eng
Esperaba que me contaras todo tú mismo.,spa,eng
She went to the cabinet of maps and unrolled one.,eng,spa
Mi hermanito va a nacer dentro de tres meses.,spa,spa
Lo que no quieras que sepa no lo cuentes.,spa,spa
Sus palabras me sorprendieron.,spa,spa
Estás espléndida.,spa,spa
Las parejas que van al extranjero de luna de miel aumentan más y más.,spa,spa
Por lo tanto no te reprocho nada.,spa,spa
Tom was the one who taught me how to ski.,eng,eng
Tom te llevará al aeropuerto.,spa,eng
La bebé lloró hasta dormirse.,spa,spa
Tom and Mary think they're going to die soon.,eng,spa
Sami went back to the library.,eng,spa
Doloroso es que comencemos a vivir cuando morimos.,spa,spa
Have you eaten yet?,eng,eng
Tuvimos un verano muy caluroso este año.,spa,eng
Tom said that he'd fill out the application form for me.,eng,eng
This picture fascinates me.,eng,eng
Tienes que ser más respetuoso.,spa,eng
Layla's death didn't serve any purpose.,eng,eng
I didn't need to see that.,eng,spa
No recibieron nada de dinero.,spa,spa
