sentence,lang,predicted
Poca gente puede hablar un idioma extranjero a la perfección.,spa,eng
A menudo se enoja sobre pequeñeces.,spa,spa
Did Tom hit you?,eng,eng
I know Tom is used to sitting on the floor.,eng,eng
We must follow the regulations.,eng,eng
Permíteme unirme a su movimiento.,spa,spa
¿Qué tal si añadimos un toque de pimienta?,spa,spa
I didn't think Tom would be so conceited.,eng,spa
Either be as you seem or seem as you are.,eng,eng
I think Tom is waiting for you on the porch.,eng,eng
You're trying my patience.,eng,spa
Qué ingenuo eres.,spa,spa
The monkey is in the cage.,eng,eng
El conductor se sentó en el asiento delantero.,spa,spa
"Si alguna vez te encuentras en Japón, pasa a visitarme.",spa,spa
Will you reserve a room for me for tomorrow?,eng,eng
She asked him to come into her house.,eng,eng
I want to teach history when I grow up.,eng,eng
Tenía la cara cubierta de barro.,spa,eng
¿Nos vamos de paseo?,spa,spa
Sami and Layla hit the year mark.,eng,spa
Tom does look familiar.,eng,spa
Los conejos son animales sociales.,spa,eng
There was nothing but the ocean as far as the eye could see.,eng,spa
Don't leave without us.,eng,eng
Caminar es una forma sana de ejercicio.,spa,spa
Tom says he and Mary hardly ever go cycling together.,eng,spa
They won't let anyone into their houses.,eng,eng
La familia de ella se mudaba mucho.,spa,eng
I know a place that is very pleasant.,eng,spa
En los años ochenta en Madrid hubo un movimiento cultural conocido como la Movida.,spa,spa
Everyone but Tom seemed to enjoy the party.,eng,eng
Gozamos mucho en la fiesta.,spa,spa
Tom wanted to visit Australia.,eng,spa
¿Cree que el calentamiento global se deba a la acción humana?,spa,spa
Deja de rajar de Tom.,spa,eng
Tom no pudo entender lo que Mary estaba diciendo.,spa,spa
"No se supone que los seres humanos se sienten todo el santo día dentro de cubículos, mirando a las pantallas de ordenador.",spa,spa
I should've called the police.,eng,spa
Acepto sus condiciones.,spa,spa
Estábamos encallados.,spa,eng
The more the better.,eng,spa
I wonder if Tom and Mary are impressed.,eng,spa
Mi amigo tuvo ayer un examen muy importante.,spa,spa
Sami came to lunch with us.,eng,eng
Tom doesn't appear to be getting up.,eng,spa
"No sé si sea un bug o algo, pero este software no funciona bien.",spa,spa
No one correctly predicted the repercussions of these policies.,eng,eng
¿Quién me trae fruta y té?,spa,eng
Why should I worry about you?,eng,eng
Los uniformes cambian de escuela a escuela.,spa,spa
El atleta consiguió un tiempo asombroso.,spa,eng
"Are you hungry? ""I'm not hungry. When I was at school, I ate a sandwich.""",eng,spa
"The first person to talk to me, when I had just switched schools and had no friends, was Tom.",eng,eng
I cannot bite. I have no teeth.,eng,spa
I had a very important decision to make.,eng,spa
A la fiesta asistieron más de 100 personas.,spa,eng
"¿Vamos a jugar un partido de damas? ""No, ajedrez.""",spa,spa
¿Crees en los extraterrestres?,spa,spa
Tenemos negocios que discutir.,spa,spa
Él fue testigo del asesinato.,spa,spa
Este perro nos protege.,spa,spa
Llegó atrasado en 30 minutos.,spa,eng
Let's eat lunch earlier than usual.,eng,spa
Queríamos desearte buena suerte.,spa,spa
a ⨯ b puede ser abreviado como ab.,spa,eng
Igualmente.,spa,spa
I plan to throw all of this away. You may take whatever you like.,eng,spa
"En mayo mientras iba por la calle se le abalanzaron y empezaron a darle puñetazos, patadas y navajazos.",spa,eng
El amor no garantiza un matrimonio exitoso.,spa,eng
I'd say that narrows it down quite a bit.,eng,eng
El ministro aprobó los planes de construcción.,spa,eng
Tom was embarrassed when told he had made a drunken pass at Mary's mother at the party.,eng,eng
How late was the train?,eng,spa
I thought I'd stay in Australia for a couple of weeks in October.,eng,eng
She has a crush on Justin Timberlake.,eng,spa
No entiendo esa expresión.,spa,eng
There were indeed seven of us.,eng,eng
"El clima aquí es muy suave, así que rara vez nieva aquí incluso cuando es invierno.",spa,spa
¿Podría ver el menú?,spa,eng
She fastened the clasp of her necklace.,eng,spa
¿Quieres comerte esto?,spa,spa
Juan va a votar por primera vez.,spa,eng
I didn't know that Tom was the one who was supposed to do that.,eng,spa
I want to know how you did it.,eng,spa
Ellos aceptaron verme aquí.,spa,spa
May I add you on Facebook?,eng,spa
Tengo un carro rosa.,spa,eng
Tom said that he plans to do that.,eng,spa
Cantaba mientras caminaba.,spa,eng
Who's going to make sure that things are going to get done the way that they should?,eng,spa
¿Cuánto cuesta el bus?,spa,eng
The soldiers could see him now.,eng,eng
Una de cada 455 mujeres no se da cuenta de que está embarazada hasta la vigésima semana de embarazo.,spa,eng
Rían con ellos.,spa,eng
El hierro es un metal muy útil.,spa,eng
Han pasado dos años desde que se marchara de Hawái.,spa,eng
Tomás dice que no es verdad.,spa,spa
"Tom invited us to his party, but we're not going.",eng,eng
I have a lot of homework to do.,eng,eng
A él le gusta la mermelada.,spa,spa
Ella me dio un buen consejo.,spa,eng
Su profesor debería ser estricto con él.,spa,spa
I can't imagine how anyone could seriously believe that.,eng,spa
What would you like to do in the meantime?,eng,spa
Tom no ha oído de Mary.,spa,eng
There was nothing to burn.,eng,eng
¡Es una pregunta estúpida!,spa,spa
Mary seemed very surprised when I told her about what had happened.,eng,spa
But Love wanted to make a match of his own devising.,eng,eng
She made the children clean up their own rooms.,eng,eng
"No te comas eso, está vencido.",spa,spa
I am learning Aramaic.,eng,spa
No lo supe hasta que leí el periódico.,spa,spa
You'd better not leave today.,eng,eng
He's going through a stage.,eng,eng
I consider Fadil a pimp.,eng,spa
Sami didn't know Layla like that.,eng,spa
One of your front tires looks a bit low.,eng,eng
I'm pretty sure it's after 2:30.,eng,eng
I'm going to be here for a couple more hours.,eng,eng
France's birth rate is declining.,eng,eng
"Abra la boca, dijo el dentista.",spa,spa
Ella es orgullosa de haber sido bella en su juventud.,spa,spa
El reloj se detuvo. Necesito pilas nuevas.,spa,eng
Me gusta la lengua occitana.,spa,spa
¿Puedo ver ahora a mi novia?,spa,spa
Tom and Mary played on their college teams.,eng,eng
Puede que ya se haya ido.,spa,eng
Ella cepilla el caballo.,spa,eng
"De acuerdo con los datos del problema, ¿podemos afirmar que ocurrirá reflexión o refracción?",spa,spa
Me puse muy contento de ver a mi viejo amigo.,spa,eng
Layla was Sami's first crush.,eng,eng
The cat hissed at them.,eng,eng
He studied for ten years.,eng,eng
You could've told the truth.,eng,spa
What time is Tom's plane due in?,eng,spa
Llegué ahí justo a tiempo.,spa,spa
"Que yo sepa, todavía no se ha ido.",spa,eng
"¡Scott, prepara el presupuesto de la publicidad ahora mismo!",spa,eng
Los primeros minutos después de un infarto son cruciales.,spa,eng
Muchos han cometido el mismo error.,spa,eng
Sigue en la otra página.,spa,spa
"Quien se casa por amores, malos días y buenas noches.",spa,eng
Yo llené el balde con agua.,spa,eng
Tom and Mary must really hate each other.,eng,eng
Gracias por consolarme cuando estaba triste.,spa,spa
I'll sue you.,eng,eng
Tom gave this watch to me.,eng,eng
Maybe Tom should tell Mary.,eng,eng
"Come on, Bill.",eng,spa
Lo vimos y nos reímos mucho.,spa,eng
I don't think Tom and Mary are awake.,eng,spa
Are you going to break up with Tom?,eng,eng
I love coleslaw.,eng,eng
Tom asked me why I didn't ask anybody for help.,eng,spa
Marie se encerró.,spa,eng
Tom was the manager before me.,eng,eng
I'll go tell them that we're ready.,eng,eng
I would like to learn Latvian.,eng,spa
She wandered about the country.,eng,eng
He enjoys reading novels on holiday.,eng,eng
La mancha desapareció después de que lavásemos la camisa.,spa,eng
¿Cómo se te ocurrió una excusa tan buena?,spa,spa
We sat around the campfire roasting marshmallows.,eng,eng
Se ahogó parte de la tripulación.,spa,spa
Los mangos son grandes y jugosas frutas amarillas que crecen en árboles.,spa,eng
Podemos usarlo.,spa,eng
Los caballos corren en el campo verde.,spa,spa
¿Qué puedo hacer para ayudarle?,spa,spa
Wine is made from grape juice.,eng,spa
They want us to follow them.,eng,eng
John is likely to make a mistake.,eng,spa
Probablemente haya discusiones sobre el tema.,spa,spa
Tom tiene la coartada perfecta.,spa,spa
El río se salió de madre.,spa,spa
Mary told me why she wasn't able to do that.,eng,spa
Alguien nos traicionó.,spa,eng
"Aunque sea duro, debo hacerlo.",spa,eng
Tom said that he thought that Mary might not be allowed to do that by herself.,eng,eng
He said he's excited.,eng,spa
Sometimes critics don't know what they criticise.,eng,spa
The nurse told Tom to count backwards from ten as she administered the anaesthetic.,eng,spa
Se me hizo un poco tarde.,spa,spa
"En realidad, nunca he estado en Australia.",spa,spa
"If he hadn't wasted time, he'd be finished by now.",eng,eng
Tom should've never gone to Boston.,eng,eng
No es verdad que te duches cada mañana.,spa,spa
Este libro nos parece fácil.,spa,eng
Usted debe comer algo.,spa,eng
La verdadera sabiduría en la vida recae en ver las maravillas en el día a día.,spa,spa
Era un barco con 25 marineros abordo.,spa,eng
Mi reloj está roto.,spa,eng
Tomás tenía miedo de pedir ayuda.,spa,spa
"Si uno toca buena música, la gente no escucha y si uno toca mala música la gente no habla.",spa,eng
Él rompió su promesa.,spa,eng
Disculpe. ¿Usted habla inglés?,spa,eng
Tom dijo que entiende cómo te sientes.,spa,spa
He's the top of his English class.,eng,eng
Cold calls are the primary function of the telemarketing department.,eng,spa
No esperes de mí sinceridad mientras tú tan claramente sigas mintiéndome .,spa,eng
It would be impossible to do that again.,eng,spa
Todos queremos que Tom tenga éxito.,spa,eng
Who would've thought this would happen?,eng,spa
Ella empezó a hablarle al perro.,spa,spa
Esta sustancia está en estado gaseoso.,spa,eng
Tom didn't think anyone would want to do that.,eng,spa
"Una vez acabes, paga la cuenta.",spa,spa
Voy al restaurante una vez cada dos días.,spa,eng
Esa silla va en el rincón.,spa,eng
What else do Tom and Mary want?,eng,eng
El señor Smith le hizo algunos juguetes.,spa,eng
We're confident as well.,eng,eng
I say it's worth the risk.,eng,spa
La clema permite múltiples conexiones.,spa,eng
Fuimos robados.,spa,eng
Se desconocía la causa del incendio.,spa,spa
Tom tiene un perro llamado Cookie.,spa,spa
Estoy de acuerdo con esa declaración.,spa,spa
I know Tom decided to do that.,eng,spa
Me diste un dolor de cabeza.,spa,eng
The new tax marginalizes poor people.,eng,spa
Muchos judíos fueron deportados por los alemanes.,spa,spa
Ella es una mala influencia.,spa,spa
Sami was walking to the auditorium.,eng,eng
He estado pensando en nuestra luna de miel.,spa,spa
My neck is sore.,eng,eng
I have a job to finish.,eng,eng
I was told that you saw the accident.,eng,spa
The only thing Tom ever gave me was an old book.,eng,eng
I don't know what's in there.,eng,spa
"According to Tom, Mary has sold her car.",eng,eng
Yo conduciré hasta Detroit.,spa,spa
Tom tiene fama de no dejar nunca a nadie más decir nada.,spa,spa
Tom sent a text message to Mary.,eng,eng
No funciona el reloj.,spa,eng
"Si llueve mañana, no iré a la reunión.",spa,spa
She pretended that she was a doctor.,eng,eng
Tom se metió en el coche.,spa,eng
You're the biggest.,eng,eng
Layla found a way to safety.,eng,eng
Julie ha recibido una tarjeta de Navidad de su hermano en Italia.,spa,spa
He moved the table aside.,eng,spa
¿Puedes desenredar este nudo?,spa,spa
Making artificial flowers is one of my hobbies.,eng,eng
Esto es insubordinación.,spa,spa
Consideramos como un derecho legítimo de los ciudadanos tener bibliotecas públicas.,spa,eng
"Cuando tienes hambre, cualquier cosa sabe bien.",spa,spa
He is anything but a reliable man.,eng,spa
Sami ordered wine for us.,eng,eng
That massage felt good.,eng,eng
Me tomo una pastilla cada ocho horas.,spa,eng
"But for my family, I would not work so hard.",eng,eng
Is the water in the Black Sea actually black?,eng,spa
Tom said that he wanted to quit the band.,eng,spa
He acquainted her with his plan.,eng,spa
That sounds like a bad idea.,eng,spa
Dormirá en la cárcel.,spa,spa
Acabaremos luego.,spa,eng
Few things give us as much pleasure as music.,eng,eng
¿Está tu esposo en casa?,spa,spa
I don't have enough time to do that before I go home.,eng,eng
¿Dónde está la oficina de objetos perdidos más cercana?,spa,spa
Tom took photos.,eng,eng
"La pobreza no es un accidente. Como la esclavitud y el apartheid, es un producto del hombre y puede ser erradicado por las acciones de los seres humanos.",spa,eng
Todos los días estudio chino.,spa,eng
"Por favor, dame una taza de leche.",spa,spa
That doesn't sound very convincing.,eng,eng
Debes dejar tu habitación ordenada.,spa,spa
Ella puso su cabeza sobre mi pecho para escuchar los latidos de mi corazón.,spa,eng
They're not here for you.,eng,eng
Tom always pays his credit card bill in full at the end of the month.,eng,eng
En cierta manera entiendo tus sentimientos.,spa,eng
We found a stream and swam a little bit.,eng,eng
"I don't know when it'll happen, but I'm pretty sure that it'll happen.",eng,spa
Tom was with us the entire time.,eng,spa
They say that they'll keep doing that.,eng,spa
Tom is courageous.,eng,eng
¿Estaban ocupadas?,spa,spa
I retired last year.,eng,eng
¿Puede alguien atender esa llamada?,spa,spa
¿Qué te hace reír?,spa,spa
Necesitaron una excavadora para retirar los cascotes.,spa,eng
Mary wants to have the seats of the dining room chairs reupholstered and the backs recaned.,eng,spa
Mi hermano usa esta bicicleta.,spa,spa
I'm about your size.,eng,eng
Do we need to decide this right now?,eng,eng
Ella trató de investigar la verdad tras ese rumor.,spa,eng
Entren a la página web y regístrense con el nombre de usuario que quieran y elijan una contraseña.,spa,spa
I'd like to do that this evening.,eng,eng
They say that they've met you.,eng,eng
Do you like your new job?,eng,eng
También cabezotas son necesarias en el mundo.,spa,spa
La muerte del actor estuvo en los encabezados de todas las revistas.,spa,eng
We need you to confirm your attendance because places are limited.,eng,spa
Casi perdimos la esperanza.,spa,spa
Nunca he visto un arco iris.,spa,eng
Le sangra la nariz.,spa,eng
I'll stay in Australia for three days.,eng,eng
This is a total dork-fest nerd bar.,eng,eng
"You didn't do that by yourselves, did you?",eng,eng
Ella se ha llevado sus secretos a la tumba.,spa,eng
Sami glared at Layla.,eng,eng
The disease sheared him of his physical strength.,eng,eng
A computer is to the brain like a bike is to the legs.,eng,eng
Mary stayed in her room all day.,eng,eng
Él metió su portaentradas en su bolsillo.,spa,eng
Él fue el candidato más fuerte para el puesto.,spa,spa
Is she working in a good place?,eng,spa
